,HKT,CC,temp
0,2019-10-08 07:05:00,,24.2
1,2019-10-08 07:06:00,,24.2
2,2019-10-08 07:08:00,,24.2
3,2019-10-08 07:09:00,,24.2
4,2019-10-08 07:11:00,,24.2
5,2019-10-08 07:13:00,,24.2
6,2019-10-08 07:14:00,,24.3
7,2019-10-08 07:16:00,,24.3
8,2019-10-08 07:18:00,,24.3
9,2019-10-08 07:19:00,,24.3
10,2019-10-08 07:21:00,,24.3
11,2019-10-08 07:23:00,,24.3
12,2019-10-08 07:24:00,,24.5
13,2019-10-08 07:26:00,61.0,24.5
14,2019-10-08 07:27:00,52.0,24.5
15,2019-10-08 07:29:00,57.0,24.5
16,2019-10-08 07:31:00,61.0,24.5
17,2019-10-08 07:32:00,65.0,24.5
18,2019-10-08 07:34:00,71.0,24.5
19,2019-10-08 07:36:00,74.0,24.6
20,2019-10-08 07:37:00,68.0,24.6
21,2019-10-08 07:39:00,71.0,24.6
22,2019-10-08 07:41:00,71.0,24.6
23,2019-10-08 07:42:00,71.0,24.6
24,2019-10-08 07:44:00,68.0,24.6
25,2019-10-08 07:45:00,64.0,
26,2019-10-08 07:47:00,62.0,24.9
27,2019-10-08 07:50:00,64.0,24.9
28,2019-10-08 07:51:00,64.0,24.9
29,2019-10-08 07:53:00,60.0,24.9
30,2019-10-08 07:55:00,56.0,25.1
31,2019-10-08 07:56:00,55.0,25.1
32,2019-10-08 07:58:00,50.0,25.1
33,2019-10-08 08:00:00,47.0,25.1
34,2019-10-08 08:01:00,46.0,25.1
35,2019-10-08 08:03:00,48.0,25.1
36,2019-10-08 08:04:59,46.0,25.3
37,2019-10-08 08:06:00,51.0,25.3
38,2019-10-08 08:08:00,57.0,25.3
39,2019-10-08 08:10:00,60.0,25.3
40,2019-10-08 08:11:00,59.0,25.3
41,2019-10-08 08:13:00,63.0,25.3
42,2019-10-08 08:14:00,60.0,25.3
43,2019-10-08 08:16:00,61.0,25.4
44,2019-10-08 08:17:00,55.0,25.4
45,2019-10-08 08:17:59,49.0,25.4
46,2019-10-08 08:20:00,51.0,25.4
47,2019-10-08 08:20:59,52.0,25.4
48,2019-10-08 08:23:00,47.0,25.4
49,2019-10-08 08:24:00,45.0,25.4
