,HKT,CC,temp
0,2019-10-10 06:49:59,,23.6
1,2019-10-10 06:52:00,,23.6
2,2019-10-10 06:53:59,,23.6
3,2019-10-10 06:54:59,,23.7
4,2019-10-10 06:56:59,,23.7
5,2019-10-10 06:59:00,,23.7
6,2019-10-10 07:01:00,,23.7
7,2019-10-10 07:03:00,,23.7
8,2019-10-10 07:04:00,,23.7
9,2019-10-10 07:06:00,,23.7
10,2019-10-10 07:08:00,,23.7
11,2019-10-10 07:10:00,,23.7
12,2019-10-10 07:12:00,,23.7
13,2019-10-10 07:13:00,,23.7
14,2019-10-10 07:15:00,,24.0
15,2019-10-10 07:17:00,,24.0
16,2019-10-10 07:19:00,,24.0
17,2019-10-10 07:20:00,,24.0
18,2019-10-10 07:22:00,,24.0
19,2019-10-10 07:24:00,,24.0
20,2019-10-10 07:26:00,,24.0
21,2019-10-10 07:27:00,43.0,24.0
22,2019-10-10 07:29:00,44.0,24.0
23,2019-10-10 07:31:00,47.0,24.0
24,2019-10-10 07:33:00,42.0,24.0
25,2019-10-10 07:34:00,41.0,24.0
26,2019-10-10 07:36:00,40.0,24.0
27,2019-10-10 07:38:00,41.0,24.0
28,2019-10-10 07:40:00,39.0,24.0
29,2019-10-10 07:42:00,39.0,24.0
30,2019-10-10 07:44:00,37.0,24.0
31,2019-10-10 07:46:00,38.0,24.1
32,2019-10-10 07:47:00,41.0,24.1
33,2019-10-10 07:49:00,41.0,24.1
34,2019-10-10 07:51:00,42.0,24.1
35,2019-10-10 07:53:00,42.0,24.1
36,2019-10-10 07:54:00,39.0,24.2
37,2019-10-10 07:56:00,39.0,24.2
38,2019-10-10 07:58:00,37.0,24.2
39,2019-10-10 08:00:00,42.0,24.2
40,2019-10-10 08:01:59,38.0,24.2
41,2019-10-10 08:03:00,37.0,24.2
42,2019-10-10 08:04:59,39.0,24.2
43,2019-10-10 08:07:00,40.0,24.2
44,2019-10-10 08:08:59,37.0,24.2
45,2019-10-10 08:10:00,42.0,24.2
46,2019-10-10 08:11:59,38.0,24.2
47,2019-10-10 08:14:00,38.0,24.2
48,2019-10-10 08:16:00,39.0,24.4
49,2019-10-10 08:17:59,45.0,24.4
50,2019-10-10 08:19:00,41.0,24.4
51,2019-10-10 08:20:59,37.0,24.4
52,2019-10-10 08:23:00,38.0,24.4
53,2019-10-10 08:24:59,39.0,24.6
54,2019-10-10 08:26:00,40.0,24.6
55,2019-10-10 08:27:59,39.0,24.6
56,2019-10-10 08:30:00,43.0,24.6
57,2019-10-10 08:32:00,44.0,24.6
58,2019-10-10 08:33:00,41.0,24.6
59,2019-10-10 08:35:00,43.0,24.7
60,2019-10-10 08:36:59,42.0,24.7
61,2019-10-10 08:39:00,47.0,24.7
62,2019-10-10 08:40:59,40.0,24.7
63,2019-10-10 08:42:00,45.0,24.7
64,2019-10-10 08:43:59,40.0,25.2
65,2019-10-10 08:46:00,38.0,25.2
66,2019-10-10 08:48:00,39.0,25.2
67,2019-10-10 08:49:00,37.0,25.2
68,2019-10-10 08:51:00,41.0,25.2
69,2019-10-10 08:53:00,41.0,25.2
70,2019-10-10 08:55:00,42.0,25.5
71,2019-10-10 08:56:59,45.0,25.5
72,2019-10-10 08:58:00,53.0,25.5
73,2019-10-10 08:59:59,50.0,25.5
74,2019-10-10 09:01:59,50.0,25.5
75,2019-10-10 09:04:00,52.0,25.5
76,2019-10-10 09:04:59,57.0,25.8
77,2019-10-10 09:07:00,57.0,25.8
78,2019-10-10 09:08:59,55.0,25.8
79,2019-10-10 09:11:00,54.0,25.8
80,2019-10-10 09:11:59,54.0,25.8
81,2019-10-10 09:14:00,55.0,25.8
82,2019-10-10 09:15:59,54.0,25.8
83,2019-10-10 09:17:59,57.0,25.8
