,HKT,CC,temp
0,2019-10-03 06:56:00,,
1,2019-10-03 06:56:59,,
2,2019-10-03 06:59:00,,
3,2019-10-03 07:01:00,,24.3
4,2019-10-03 07:02:00,,24.3
5,2019-10-03 07:04:00,,24.3
6,2019-10-03 07:05:00,,24.3
7,2019-10-03 07:06:00,,24.3
8,2019-10-03 07:08:00,,24.3
9,2019-10-03 07:09:00,,24.3
10,2019-10-03 07:10:00,,24.3
11,2019-10-03 07:11:00,,
12,2019-10-03 07:13:00,,24.3
13,2019-10-03 07:14:00,,24.3
14,2019-10-03 07:16:00,,24.3
15,2019-10-03 07:17:00,,
16,2019-10-03 07:18:00,,24.3
17,2019-10-03 07:20:00,,
18,2019-10-03 07:21:00,,
19,2019-10-03 07:22:00,,
20,2019-10-03 07:24:00,38.0,24.3
21,2019-10-03 07:26:00,38.0,
22,2019-10-03 07:27:00,38.0,24.2
23,2019-10-03 07:29:00,38.0,
24,2019-10-03 07:30:00,39.0,
25,2019-10-03 07:31:00,38.0,24.2
26,2019-10-03 07:33:00,38.0,
27,2019-10-03 07:34:00,37.0,
28,2019-10-03 07:36:00,,
29,2019-10-03 07:38:00,37.0,24.4
30,2019-10-03 07:40:00,,
31,2019-10-03 07:41:00,39.0,
32,2019-10-03 07:43:00,40.0,24.4
33,2019-10-03 07:44:00,38.0,
34,2019-10-03 07:46:00,37.0,24.5
35,2019-10-03 07:47:00,35.0,
36,2019-10-03 07:49:00,36.0,24.5
37,2019-10-03 07:50:00,37.0,
38,2019-10-03 07:52:00,37.0,
39,2019-10-03 07:53:00,38.0,
40,2019-10-03 07:55:00,37.0,24.6
41,2019-10-03 07:56:00,37.0,24.6
42,2019-10-03 07:58:00,38.0,
43,2019-10-03 07:59:00,39.0,
44,2019-10-03 08:00:00,37.0,24.6
45,2019-10-03 08:01:59,36.0,24.6
46,2019-10-03 08:03:00,36.0,
47,2019-10-03 08:04:59,42.0,24.8
48,2019-10-03 08:06:00,35.0,24.8
49,2019-10-03 08:08:00,40.0,24.8
50,2019-10-03 08:08:59,39.0,24.8
51,2019-10-03 08:10:00,31.0,
52,2019-10-03 08:11:00,40.0,24.8
53,2019-10-03 08:13:00,36.0,24.8
54,2019-10-03 08:14:00,34.0,24.8
55,2019-10-03 08:16:00,38.0,24.9
56,2019-10-03 08:17:00,37.0,
57,2019-10-03 08:17:59,36.0,
58,2019-10-03 08:19:00,36.0,24.9
59,2019-10-03 08:20:59,36.0,24.9
60,2019-10-03 08:22:00,35.0,24.9
61,2019-10-03 08:23:00,37.0,
62,2019-10-03 08:24:00,35.0,24.9
63,2019-10-03 08:24:59,40.0,
64,2019-10-03 08:26:00,37.0,
65,2019-10-03 08:27:59,42.0,25.3
66,2019-10-03 08:29:00,37.0,
67,2019-10-03 08:30:00,36.0,25.3
68,2019-10-03 08:32:00,37.0,25.3
69,2019-10-03 08:33:00,37.0,25.3
70,2019-10-03 08:33:59,39.0,
71,2019-10-03 08:35:00,38.0,25.3
72,2019-10-03 08:36:59,38.0,
73,2019-10-03 08:38:00,38.0,25.5
74,2019-10-03 08:39:00,38.0,25.5
75,2019-10-03 08:40:00,38.0,
76,2019-10-03 08:40:59,42.0,25.5
77,2019-10-03 08:43:00,44.0,
78,2019-10-03 08:43:59,43.0,
79,2019-10-03 08:45:00,41.0,25.9
80,2019-10-03 08:46:59,40.0,
81,2019-10-03 08:48:00,41.0,25.9
82,2019-10-03 08:49:00,38.0,
83,2019-10-03 08:49:59,39.0,
84,2019-10-03 08:52:00,41.0,
85,2019-10-03 08:53:00,43.0,25.9
86,2019-10-03 08:53:59,45.0,25.9
87,2019-10-03 08:56:00,43.0,26.1
88,2019-10-03 08:56:59,42.0,
89,2019-10-03 08:58:00,42.0,
90,2019-10-03 08:59:00,41.0,
91,2019-10-03 09:01:00,41.0,26.1
92,2019-10-03 09:01:59,43.0,26.1
93,2019-10-03 09:02:59,38.0,
94,2019-10-03 09:04:00,39.0,
95,2019-10-03 09:05:59,32.0,
96,2019-10-03 09:07:00,42.0,26.4
97,2019-10-03 09:08:00,40.0,26.4
98,2019-10-03 09:08:59,39.0,
99,2019-10-03 09:11:00,38.0,
