,HKT,CC,temp
132,2019-10-07 10:13:00,99.0,
133,2019-10-07 10:15:00,99.0,
134,2019-10-07 10:16:00,98.0,24.5
135,2019-10-07 10:18:00,96.0,24.5
136,2019-10-07 10:19:00,98.0,24.5
137,2019-10-07 10:20:00,99.0,24.5
138,2019-10-07 10:22:00,99.0,
139,2019-10-07 10:23:00,96.0,
140,2019-10-07 10:25:00,95.0,
141,2019-10-07 10:26:00,96.0,24.8
142,2019-10-07 10:28:00,98.0,24.8
143,2019-10-07 10:29:00,99.0,
144,2019-10-07 10:30:00,97.0,24.8
145,2019-10-07 10:32:00,92.0,
146,2019-10-07 10:33:00,96.0,
147,2019-10-07 10:35:00,98.0,
148,2019-10-07 10:37:00,95.0,
149,2019-10-07 10:38:00,97.0,25.1
150,2019-10-07 10:40:00,97.0,
151,2019-10-07 10:41:00,99.0,
152,2019-10-07 10:43:00,99.0,25.1
153,2019-10-07 10:44:00,99.0,
154,2019-10-07 10:46:00,99.0,
155,2019-10-07 10:47:00,99.0,
156,2019-10-07 10:49:00,98.0,
157,2019-10-07 10:51:00,98.0,
158,2019-10-07 10:52:00,94.0,25.3
159,2019-10-07 10:54:00,93.0,
160,2019-10-07 10:55:00,97.0,
161,2019-10-07 10:57:00,95.0,
162,2019-10-07 10:58:00,98.0,25.4
163,2019-10-07 11:00:00,96.0,25.4
164,2019-10-07 11:01:59,98.0,
165,2019-10-07 11:03:00,98.0,25.4
166,2019-10-07 11:04:59,96.0,25.4
167,2019-10-07 11:06:00,98.0,
168,2019-10-07 11:07:00,99.0,25.6
169,2019-10-07 11:08:59,99.0,25.6
170,2019-10-07 11:10:00,99.0,
171,2019-10-07 11:11:59,99.0,
172,2019-10-07 11:13:00,98.0,
173,2019-10-07 11:14:59,99.0,25.7
174,2019-10-07 11:17:00,99.0,25.7
175,2019-10-07 11:17:59,99.0,
176,2019-10-07 11:19:00,99.0,
177,2019-10-07 11:20:59,99.0,25.7
178,2019-10-07 11:22:00,99.0,
179,2019-10-07 11:24:00,99.0,
180,2019-10-07 11:24:59,98.0,
181,2019-10-07 11:27:00,93.0,
182,2019-10-07 11:29:00,94.0,25.8
183,2019-10-07 11:30:00,90.0,25.8
184,2019-10-07 11:32:00,95.0,
185,2019-10-07 11:33:00,99.0,25.8
186,2019-10-07 11:35:00,99.0,
187,2019-10-07 11:36:00,99.0,
188,2019-10-07 11:36:59,99.0,25.7
189,2019-10-07 11:39:00,99.0,25.7
190,2019-10-07 11:40:00,97.0,
191,2019-10-07 11:42:00,99.0,25.7
192,2019-10-07 11:43:00,97.0,
193,2019-10-07 11:45:00,97.0,
194,2019-10-07 11:46:00,99.0,25.7
195,2019-10-07 11:48:00,98.0,25.7
196,2019-10-07 11:49:00,98.0,25.7
197,2019-10-07 11:49:59,97.0,25.7
198,2019-10-07 11:52:00,98.0,25.7
199,2019-10-07 11:53:00,98.0,25.7
200,2019-10-07 11:53:59,98.0,
201,2019-10-07 11:56:00,99.0,
202,2019-10-07 11:56:59,99.0,
203,2019-10-07 11:59:00,99.0,25.5
204,2019-10-07 12:01:00,99.0,25.5
205,2019-10-07 12:01:59,99.0,
206,2019-10-07 12:02:59,98.0,
207,2019-10-07 12:04:59,96.0,25.6
208,2019-10-07 12:05:59,96.0,25.6
209,2019-10-07 12:08:00,93.0,
210,2019-10-07 12:08:59,90.0,
211,2019-10-07 12:11:00,89.0,25.6
212,2019-10-07 12:11:59,90.0,
213,2019-10-07 12:12:59,89.0,25.6
214,2019-10-07 12:14:59,88.0,
215,2019-10-07 12:15:59,91.0,
216,2019-10-07 12:17:59,90.0,25.8
217,2019-10-07 12:20:00,94.0,25.8
218,2019-10-07 12:20:59,97.0,
219,2019-10-07 12:21:59,97.0,25.8
220,2019-10-07 12:24:00,97.0,
221,2019-10-07 12:24:59,97.0,
222,2019-10-07 12:27:00,98.0,26.0
223,2019-10-07 12:27:59,93.0,
224,2019-10-07 12:30:00,92.0,26.0
225,2019-10-07 12:30:59,92.0,
226,2019-10-07 12:33:00,92.0,
227,2019-10-07 12:33:59,93.0,
228,2019-10-07 12:36:00,96.0,
229,2019-10-07 12:37:59,97.0,26.2
230,2019-10-07 12:38:59,98.0,26.2
231,2019-10-07 12:40:59,97.0,26.2
232,2019-10-07 12:41:59,97.0,26.2
233,2019-10-07 12:43:00,99.0,
234,2019-10-07 12:43:59,98.0,26.2
235,2019-10-07 12:46:00,97.0,26.2
236,2019-10-07 12:46:59,98.0,
237,2019-10-07 12:49:00,98.0,
238,2019-10-07 12:49:59,96.0,26.2
239,2019-10-07 12:52:00,93.0,26.2
240,2019-10-07 12:53:00,91.0,
241,2019-10-07 12:53:59,91.0,26.3
242,2019-10-07 12:56:00,88.0,
243,2019-10-07 12:56:59,88.0,
244,2019-10-07 12:59:00,86.0,26.3
245,2019-10-07 13:01:00,92.0,26.3
246,2019-10-07 13:02:00,95.0,
247,2019-10-07 13:03:00,85.0,
248,2019-10-07 13:05:00,87.0,26.5
249,2019-10-07 13:06:00,89.0,26.5
