,HKT,CC,temp
0,2019-10-12 17:45:00,,27.0
1,2019-10-12 17:46:00,,26.9
2,2019-10-12 17:46:59,,26.9
3,2019-10-12 17:48:00,,26.9
4,2019-10-12 17:49:59,,26.9
5,2019-10-12 17:51:00,,26.9
6,2019-10-12 17:53:00,,26.9
7,2019-10-12 17:53:59,,26.9
8,2019-10-12 17:55:00,,26.7
9,2019-10-12 17:56:59,,26.7
10,2019-10-12 17:58:00,,26.7
11,2019-10-12 17:59:00,,26.7
12,2019-10-12 18:01:00,,26.7
13,2019-10-12 18:01:59,,26.7
14,2019-10-12 18:04:00,,26.7
15,2019-10-12 18:04:59,,26.7
16,2019-10-12 18:05:59,,26.5
17,2019-10-12 18:08:00,,26.5
18,2019-10-12 18:08:59,,26.5
19,2019-10-12 18:11:00,,26.5
20,2019-10-12 18:11:59,,26.5
21,2019-10-12 18:14:00,,26.5
22,2019-10-12 18:14:59,,26.2
23,2019-10-12 18:15:59,,26.2
24,2019-10-12 18:17:59,,26.2
25,2019-10-12 18:18:59,,26.2
26,2019-10-12 18:20:59,,26.2
27,2019-10-12 18:21:59,,26.2
28,2019-10-12 18:23:00,,26.2
29,2019-10-12 18:24:59,,26.0
30,2019-10-12 18:25:59,,26.0
31,2019-10-12 18:27:59,,26.0
32,2019-10-12 18:28:59,,26.0
33,2019-10-12 18:30:00,,26.0
34,2019-10-12 18:31:59,,26.0
35,2019-10-12 18:33:00,,26.0
36,2019-10-12 18:34:59,,26.0
37,2019-10-12 18:36:00,,25.8
38,2019-10-12 18:37:59,,25.8
39,2019-10-12 18:38:59,,25.8
40,2019-10-12 18:40:00,,25.8
41,2019-10-12 18:41:59,,25.8
42,2019-10-12 18:43:00,,25.8
43,2019-10-12 18:44:59,,25.6
44,2019-10-12 18:46:00,,25.6
45,2019-10-12 18:47:59,,25.6
46,2019-10-12 18:49:00,,25.6
47,2019-10-12 18:49:59,,25.6
48,2019-10-12 18:52:00,,25.6
49,2019-10-12 18:53:00,,25.6
50,2019-10-12 18:53:59,,25.2
51,2019-10-12 18:56:00,,25.2
52,2019-10-12 18:56:59,,25.2
53,2019-10-12 18:59:00,,25.2
54,2019-10-12 19:00:00,,25.2
55,2019-10-12 19:01:00,,25.2
56,2019-10-12 19:03:00,,25.2
57,2019-10-12 19:04:00,,25.2
58,2019-10-12 19:05:00,,25.2
59,2019-10-12 19:07:00,,25.0
60,2019-10-12 19:08:00,,25.0
61,2019-10-12 19:09:00,,25.0
62,2019-10-12 19:11:00,,25.0
63,2019-10-12 19:12:00,,25.0
64,2019-10-12 19:13:00,,25.0
65,2019-10-12 19:15:00,,25.0
66,2019-10-12 19:16:00,77.0,25.0
67,2019-10-12 19:17:00,80.0,25.0
